0.12447922	-0.37209114	4.1963863
0.13212238	-0.064767085	4.1664076
0.1392814	0.23809168	4.124049
0.10741446	0.367988	4.091618
-0.07214069	0.10600518	4.248743
-0.26644906	0.07461284	4.303507
-0.3355714	0.2563246	4.215346
-0.3538988	0.2887215	4.2037497
0.30893824	0.13041827	4.0816903
0.5183717	0.028215278	4.005852
0.5578622	0.21691275	3.8707066
0.55833966	0.2606088	3.8592288
0.052028146	-0.37049234	4.192261
-0.0445815	-0.67829186	4.2613187
-0.10871856	-1.0142882	4.367473
-0.14940163	-1.0654677	4.248035
0.19532192	-0.3678959	4.1309886
0.32226035	-0.72552836	4.2066064
0.42638728	-1.0564492	4.296638
0.38155928	-1.1072315	4.1774483
0.1376089	0.16298331	4.136926
-0.362508	0.34734556	4.1891546
-0.3779894	0.2754917	4.1804686
0.53583556	0.31285524	3.8204825
0.52070284	0.28718448	3.8162527
